Archive_Date,Adult_Child,Age_Profile,Case_Type,Speciality_Name,Specialty_HIPE,Time_Bands,Total,Source.Name
05-04-2020,Child,0-15,Day Case,Paediatric Urology,H05,15-18 Months,26,Hospital_DB_Extract.xlsx
30-10-2020,Adult,16-64,Outpatient,General Surgery,H06,3-6 Months,34,Hospital_DB_Extract.xlsx
06-09-2019,Child,0-15,Outpatient,Orthopaedics,H01,18+ Months,89,Hospital_DB_Extract.xlsx
06-11-2018,Adult,16-64,Outpatient,Cardiology,H07,0-3 Months,81,Hospital_DB_Extract.xlsx
02-12-2019,Child,0-15,Day Case,Paediatric Urology,H05,18+ Months,56,Hospital_DB_Extract.xlsx
25-06-2018,Adult,16-64,Outpatient,Ophthalmology,H08,3-6 Months,12,Hospital_DB_Extract.xlsx
14-03-2020,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,124,Hospital_DB_Extract.xlsx
11-04-2020,Child,0-15,Day Case,Cardiology,H07,3-6 Months,56,Hospital_DB_Extract.xlsx
22-08-2018,Child,0-15,Outpatient,Paediatric Dermatology,H04,6-9 Months,39,Hospital_DB_Extract.xlsx
28-10-2019,Adult,65+,Outpatient,Otolaryngology (ENT),H02,0-3 Months,141,Hospital_DB_Extract.xlsx
14-01-2020,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,25,Hospital_DB_Extract.xlsx
06-10-2020,Adult,65+,Outpatient,Ophthalmology,H08,18+ Months,141,Hospital_DB_Extract.xlsx
03-09-2020,Adult,65+,Outpatient,Otolaryngology (ENT),H02,15-18 Months,134,Hospital_DB_Extract.xlsx
07-02-2018,Child,0-15,Outpatient,Paed Orthopaedic,H03,6-9 Months,139,Hospital_DB_Extract.xlsx
21-02-2018,Child,0-15,Inpatient,Orthopaedics,H01,18+ Months,32,Hospital_DB_Extract.xlsx
10-08-2020,Adult,16-64,Outpatient,General Surgery,H06,12-15 Months,142,Hospital_DB_Extract.xlsx
21-10-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,6-9 Months,109,Hospital_DB_Extract.xlsx
05-06-2020,Adult,16-64,Outpatient,Orthopaedics,H01,12-15 Months,55,Hospital_DB_Extract.xlsx
20-10-2020,Adult,16-64,Outpatient,General Surgery,H06,3-6 Months,147,Hospital_DB_Extract.xlsx
17-12-2019,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,1,Hospital_DB_Extract.xlsx
24-04-2020,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,15-18 Months,119,Hospital_DB_Extract.xlsx
16-01-2018,Adult,16-64,Outpatient,Ophthalmology,H08,18+ Months,17,Hospital_DB_Extract.xlsx
08-02-2020,Adult,65+,Outpatient,Otolaryngology (ENT),H02,15-18 Months,23,Hospital_DB_Extract.xlsx
15-01-2020,Adult,65+,Outpatient,Orthopaedics,H01,18+ Months,64,Hospital_DB_Extract.xlsx
13-10-2018,Adult,16-64,Outpatient,Ophthalmology,H08,9-12 Months,53,Hospital_DB_Extract.xlsx
09-11-2019,Child,0-15,Outpatient,Paediatric Urology,H05,18+ Months,91,Hospital_DB_Extract.xlsx
20-09-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,18+ Months,38,Hospital_DB_Extract.xlsx
09-03-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,18+ Months,6,Hospital_DB_Extract.xlsx
18-09-2019,Child,0-15,Outpatient,Paediatric Dermatology,H04,3-6 Months,90,Hospital_DB_Extract.xlsx
13-04-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,15-18 Months,110,Hospital_DB_Extract.xlsx
03-01-2020,Adult,65+,Outpatient,Ophthalmology,H08,12-15 Months,61,Hospital_DB_Extract.xlsx
03-11-2019,Adult,16-64,Outpatient,Otolaryngology (ENT),H02,15-18 Months,121,Hospital_DB_Extract.xlsx
06-02-2018,Adult,16-64,Outpatient,Cardiology,H07,18+ Months,21,Hospital_DB_Extract.xlsx
01-02-2018,Adult,16-64,Day Case,General Surgery,H06,0-3 Months,29,Hospital_DB_Extract.xlsx
18-11-2020,Adult,65+,Outpatient,General Surgery,H06,3-6 Months,134,Hospital_DB_Extract.xlsx
22-04-2019,Child,0-15,Outpatient,Paed Orthopaedic,H03,3-6 Months,140,Hospital_DB_Extract.xlsx
15-05-2018,Child,0-15,Outpatient,Orthopaedics,H01,3-6 Months,17,Hospital_DB_Extract.xlsx
